Date,Open,High,Low,Close,Volume,Adj Close
03-03-2016,1010,1018,997.5,1012.85,3630000,1002.4414
02-03-2016,992.9,1005.75,987.25,1001.5,4595800,991.2081
01-03-2016,964.7,985.05,964.65,981.3,3760900,971.2157
29-02-2016,951.3,994.6,935,966.65,7093400,956.7162
26-02-2016,953,958.75,944.3,950.35,1908500,940.5837
25-02-2016,954.2,956.55,940.85,944.1,5675000,934.3979
24-02-2016,944.9,958.55,942,952.65,3471300,942.8601
23-02-2016,963.1,967.2,942.75,949.65,4340700,939.8909
22-02-2016,944.1,968.3,944.1,962.3,2919100,952.4109
19-02-2016,940,952.75,937.35,944.35,2339600,934.6454
18-02-2016,962.95,968.7,936,940.1,3299100,930.439
17-02-2016,935.1,957.45,916.4,952.6,3529800,942.8106
16-02-2016,951.1,958,927,930.55,2977200,920.9872
15-02-2016,918,951.35,918,946.75,4407800,937.0207
12-02-2016,933.9,933.9,888.1,906.55,6701900,897.2338
11-02-2016,962.85,965.95,915.5,924.55,3912100,915.0489
10-02-2016,951.7,973,948.65,962.65,3859200,952.7574
09-02-2016,952.9,968.8,950,957.5,4481000,947.6603
08-02-2016,971.1,984.8,957.95,961.05,2760800,951.1738
05-02-2016,979.1,982,961.4,970.9,4799800,960.9226
04-02-2016,988,1001,965.7,973.05,4161000,963.0504
03-02-2016,988,994,975,981.4,3586800,971.3147
02-02-2016,1030.3,1032.8,990.5,1001.15,3376400,990.8617
01-02-2016,1039.95,1041.8,1025.55,1030.3,2267200,1019.7122
29-01-2016,1018.95,1040,1018,1035.4,4383500,1024.7597
28-01-2016,1001,1021.8,997.1,1016.9,5274400,1006.4499
27-01-2016,1008.1,1010,996.95,999.35,3943200,989.0802
26-01-2016,1003.95,1003.95,1003.95,1003.95,0,993.6329
25-01-2016,1010,1018.75,1000,1003.95,2994300,993.6329
22-01-2016,994.05,1011,994.05,1004.15,5413400,993.8309
21-01-2016,1017.55,1025.75,976.7,984.2,7261700,974.0859
20-01-2016,1034.9,1034.9,990,1004.55,10312300,994.2267
19-01-2016,1029,1049.8,1014.1,1043.6,4912000,1032.8754
18-01-2016,1075,1083.95,1008.1,1016.85,6229900,1006.4003
15-01-2016,1069.75,1089.5,1065.6,1073.3,6575700,1062.2703
14-01-2016,1063.85,1081,1053.05,1061.65,6359900,1050.74
13-01-2016,1053.1,1089.75,1047.2,1076.85,16412800,1065.7837
12-01-2016,1055,1065.4,1041.1,1045.45,5342700,1034.7064
11-01-2016,1015.95,1060.8,1011,1051.6,6632600,1040.7932
08-01-2016,1020,1032.9,1016.7,1025.75,4871800,1015.2089
07-01-2016,1021.05,1028,1008.05,1013.25,4512200,1002.8373
06-01-2016,1007.6,1038.4,1000.4,1032.2,6116800,1021.5926
05-01-2016,1000.3,1010,997,1005.15,3416400,994.8206
04-01-2016,1005,1013.8,986.7,995.3,6896500,985.0718
01-01-2016,1009.8,1018.9,1008.2,1015.35,1238100,1004.9157
31-12-2015,1003.4,1019.7,999.1,1014.6,4225000,1004.1734
30-12-2015,1015,1016,1002,1004.5,1863300,994.1773
29-12-2015,1010.4,1018.7,1007.15,1015.4,3409000,1004.9653
28-12-2015,1000.6,1013.75,1000,1010.4,2945500,1000.0167
25-12-2015,1000.55,1000.55,1000.55,1000.55,0,990.2678
24-12-2015,1003.9,1007.2,996.3,1000.55,2720500,990.2678
23-12-2015,991.8,1006.9,990,1003.8,2953100,993.4844
22-12-2015,992.8,1002.6,984,987.3,2646800,977.154
21-12-2015,987.9,999,984.35,992.1,2818800,981.9047
18-12-2015,1003.8,1009,990,991.9,3661000,981.7068
17-12-2015,980.05,1015,978,1009.7,4427400,999.3238
16-12-2015,975.9,987.55,973.5,978.65,2765200,968.5929
15-12-2015,957,977.95,953.65,975.9,3593000,965.8712
14-12-2015,947.6,963.5,946,955.1,2414700,945.2849
11-12-2015,951.75,959,942.9,952.95,4150000,943.157
10-12-2015,922.5,953.8,920,950.35,4249800,940.5837
09-12-2015,936.2,943.45,912.85,915.9,2097100,906.4878
08-12-2015,948.9,953.6,936.1,940.9,1721700,931.2309
07-12-2015,965.45,973,949.75,952.05,3310700,942.2662
04-12-2015,972.3,976.2,961.4,965.45,3073000,955.5286
03-12-2015,974.9,988.95,974.1,977.2,2597000,967.1578
02-12-2015,966.25,979.7,964.5,977.95,1731200,967.9001
01-12-2015,964,978.8,961.25,965.9,2967300,955.974
30-11-2015,978.5,984.4,962.3,965.85,6839000,955.9244
27-11-2015,989,992.5,974.1,979.05,2489600,968.9888
26-11-2015,971,991.95,968.25,988.65,5441600,978.4902
25-11-2015,967.7,967.7,967.7,967.7,0,957.7554
24-11-2015,953,971.6,951.05,967.7,3384400,957.7554
23-11-2015,950,957.9,946.2,953.75,2400000,943.9488
20-11-2015,934,952.8,925.55,946.85,2583900,937.1197
19-11-2015,918.9,938.7,917.25,934.75,2784800,925.144
18-11-2015,927.6,931.3,909.95,912,2571300,902.6278
17-11-2015,938.05,938.9,926.2,927.75,1963100,918.216
16-11-2015,926,942,924.75,934.3,3507900,924.6987
13-11-2015,915.05,938.55,914.5,933.05,3127500,923.4615
12-11-2015,922.75,922.75,922.75,922.75,0,913.2674
11-11-2015,922.75,922.75,922.75,922.75,0,913.2674
10-11-2015,957,959.5,916.3,922.75,2625500,913.2674
09-11-2015,933.5,965,923.45,961.25,3893100,951.3717
06-11-2015,939.45,954.75,937.9,952.4,1912500,942.6127
05-11-2015,949,951,933,936.6,2461200,926.975
04-11-2015,968,975,946.2,951.3,2293400,941.524
03-11-2015,963.25,970.45,961.25,967.2,2599700,957.2606
02-11-2015,949,961.5,945.2,959.8,1650800,949.9366
30-10-2015,942.1,955.9,940.1,947.7,3055300,937.961
29-10-2015,936,945,934.95,941,3035600,931.3298
28-10-2015,936.9,944.9,929.9,936.95,2733500,927.3214
27-10-2015,938.8,948.25,937.4,939.55,2651900,929.8947
26-10-2015,961.9,963,941.3,942.85,2500400,933.1608
23-10-2015,963.95,973.05,941.15,955.65,2778000,945.8293
22-10-2015,955,955,955,955,0,945.1859
21-10-2015,955.5,974.8,953,955,3292600,945.1859
20-10-2015,965,966.7,953,956.7,4135500,946.8685
19-10-2015,941,965.5,941,963.5,7658800,953.5986
16-10-2015,904.5,914.8,903.7,912.15,3485100,902.7763
15-10-2015,907.7,911,900.1,903.7,2068300,894.4131
14-10-2015,895.8,905,893.95,902.95,1829200,893.6708
13-10-2015,885.05,896.3,882.9,893.6,1408600,884.4169
12-10-2015,888,901.6,888,891.75,1420000,882.5859
09-10-2015,894.05,905.45,881.5,887.35,2132100,878.2311
08-10-2015,914.9,914.9,886.25,889.1,2457900,879.9631
07-10-2015,894.7,918.05,891,913.8,2632100,904.4093
06-10-2015,895.65,900.5,885.75,898.05,2818400,888.8212
05-10-2015,862.8,890,861.85,888,3660800,878.8745
02-10-2015,864.7,864.7,864.7,864.7,0,855.8139
01-10-2015,873.95,873.95,858.6,864.7,1980300,855.8139
30-09-2015,851,864.8,838.5,862.3,3952600,853.4386
29-09-2015,830,850.25,826.1,840.75,3623800,832.11
28-09-2015,839.8,840.9,828.7,834.25,2657100,825.6768
25-09-2015,837.35,837.35,837.35,837.35,0,828.745
24-09-2015,848,848,834.75,837.35,6646500,828.745
23-09-2015,843,856.8,840,850.35,3479300,841.6114
22-09-2015,880,884.9,844.5,847.9,3599100,839.1866
21-09-2015,880,888.2,876.05,878.1,2910300,869.0762
18-09-2015,878.45,899.5,877.15,895.4,7831500,886.1984
17-09-2015,872.55,872.55,872.55,872.55,0,863.5832
16-09-2015,872.1,877.35,865.2,872.55,3068600,863.5832
15-09-2015,862,870,855.6,868.15,2630900,859.2285
14-09-2015,861.75,865.7,851.9,863.85,1820400,854.9726
11-09-2015,872,876.1,856.2,860.95,2430900,852.1025
10-09-2015,861,870.5,855.5,867,2531400,858.0903
09-09-2015,861,878.7,850.5,874.05,3963700,865.0678
08-09-2015,836,852.95,825.1,848.6,2948800,839.8793
07-09-2015,838.25,844,827.7,833.2,2339400,824.6376
04-09-2015,849.7,849.7,825.1,835.9,3703000,827.3099
03-09-2015,854.05,860.75,844.4,853.85,2665200,845.0754
02-09-2015,850,857.1,842.6,849.55,4492200,840.8196
01-09-2015,853.9,853.9,835.1,839.85,4947800,831.2193
31-08-2015,872.85,872.85,853.8,855.9,4733700,847.1044
28-08-2015,875,883,866.1,872.4,2461800,863.4348
27-08-2015,866.8,881.25,857.05,869.15,6171100,860.2182
26-08-2015,847.8,874.8,840,853.4,4332900,844.6301
25-08-2015,840.85,860.65,823.2,848.15,11315800,839.434
24-08-2015,880,880,818,829.55,8145700,821.0251
21-08-2015,910,911.9,897,907.95,4583200,898.6195
20-08-2015,959.95,959.95,913.75,916.3,4344900,906.8836
19-08-2015,944,961,939.45,954.6,2029200,944.79
18-08-2015,956,956,942.2,944.1,1515500,934.3979
17-08-2015,966,966,946.05,950.7,2481800,940.9301
14-08-2015,940.25,972,934.3,966.95,2912000,957.0132
13-08-2015,947,953.95,929.4,933.35,2135000,923.7584
12-08-2015,963.6,966,940.55,942.9,2205900,933.2103
11-08-2015,971,973.65,958,966,2002900,956.0729
10-08-2015,984.5,988.8,964.5,968.9,2123200,958.9431
07-08-2015,979,994,977.15,984.35,1967800,974.2343
06-08-2015,991,992,977.5,978.95,1990500,968.8898
05-08-2015,988.25,1000.8,984.1,987.75,3279000,977.5994
04-08-2015,1003.4,1005.65,980,988,2744500,977.8468
03-08-2015,1001,1013.85,999.4,1002.45,2260100,992.1483
31-07-2015,1000,1007.9,990,1001.85,3802300,991.5545
30-07-2015,1000.1,1008,992.3,1000.15,2674700,989.872
29-07-2015,1009.5,1012.7,992.1,996,3380900,985.7646
28-07-2015,1008.3,1016.7,1000.1,1010.25,3059100,999.8682
27-07-2015,1024.9,1029.9,1001.75,1005.35,4598700,995.0185
24-07-2015,1048,1049.65,1021.1,1025.05,2994300,1014.5161
23-07-2015,1053.5,1067.85,1041.2,1045.3,4261400,1034.558
22-07-2015,1005,1053.95,1004.6,1050.4,3956600,1039.6056
21-07-2015,1028,1028.45,1002.75,1007.8,1811100,997.4433
20-07-2015,1027.8,1029.95,1017.9,1024.75,1451100,1014.2192
17-07-2015,1025.25,1031.15,1018,1021.7,2330400,1011.2005
16-07-2015,1012,1027.8,1011.15,1023.7,3395400,1013.18
15-07-2015,999.75,1014.4,999.55,1011.15,3093300,1000.7589
14-07-2015,1008.9,1011.5,995.2,997.8,2272700,987.5461
13-07-2015,1001.8,1012.5,995.15,1007,2253800,996.6516
10-07-2015,991.1,1004,990.25,1001.8,3682600,991.505
09-07-2015,996,1001,983.15,987.4,3713500,977.253
08-07-2015,995.85,1008.7,991.65,996.6,3472300,986.3584
07-07-2015,1011,1016.6,1000,1003.25,2581800,992.9401
06-07-2015,996.1,1018.9,995.2,1015.55,2797300,1005.1137
03-07-2015,1009.75,1013.8,1003.05,1007.2,3161500,996.8495
02-07-2015,1009,1019.75,1007.1,1010.85,3641600,1000.462
01-07-2015,1001,1010.45,1001,1005.65,3388500,995.3155
30-06-2015,989.9,1002.85,988,1000.1,5299600,989.8225
29-06-2015,987.9,993.85,972,990.85,4610200,980.6675
26-06-2015,999.9,1014.1,995.4,1000.7,4792600,990.4163
25-06-2015,987,1009,985,1004.55,6211700,994.2267
24-06-2015,995,1006.45,986.65,990.9,4252300,980.717
23-06-2015,992.65,1002.7,991,995,3659000,984.7749
22-06-2015,996.95,1008.7,986.5,991.7,4433100,981.5088
19-06-2015,982.5,1006.4,982.5,996.65,10448700,986.408
18-06-2015,932.55,982,932.5,978.95,11284400,968.8898
17-06-2015,905.05,942.35,894,931.2,5996300,921.6305
16-06-2015,899,905,893.2,903.95,3184000,894.6606
15-06-2015,894.9,905,890,901.75,2939200,892.4832
12-06-2015,879,892.7,878.25,889.85,4924500,880.7054
11-06-2015,906,909.5,873.65,877.15,3354700,868.136
10-06-2015,886,909.9,885,905.8,3088000,896.4915
09-06-2015,883.55,890.65,877.35,883.7,2092300,874.6187
08-06-2015,906.8,910,883.1,885.45,2479400,876.3507
05-06-2015,909.9,916.95,904.45,907.75,2986700,898.4215
04-06-2015,904.2,916.2,892.55,912.7,3641600,903.3207
03-06-2015,899,910.45,888.5,896.35,3553600,887.1386
02-06-2015,905.75,918.8,891.45,898.65,4612500,889.4151
01-06-2015,880,904.9,878,902.25,4479000,892.978
29-05-2015,879.9,886.45,873.1,877,6692300,867.9875
28-05-2015,885.85,894.25,872,875.8,6066300,866.7998
27-05-2015,886,890.9,880.2,885.3,1846500,876.2022
26-05-2015,895,896,882.7,884.6,2173800,875.5094
25-05-2015,900,908,892.35,894.5,1512600,885.3077
22-05-2015,897,905.6,897,903.85,1908400,894.5616
21-05-2015,911.25,915.4,894.1,896.75,2459400,887.5346
20-05-2015,900.4,911,897.7,908.85,1990700,899.5102
19-05-2015,891.25,904.75,886.6,895.55,3317400,886.3469
18-05-2015,874.9,894,872.2,891.55,2250900,882.388
15-05-2015,881.9,886.95,870.1,873.95,1904400,864.9689
14-05-2015,886,886.2,870.3,878.2,2818300,869.1752
13-05-2015,873.35,888.65,857.2,885.1,3817600,876.0042
12-05-2015,894.9,894.9,865.15,868.7,3805900,859.7728
11-05-2015,892.85,899.45,883.4,895.95,3249000,886.7428
08-05-2015,871,893.75,861.1,889.7,3909700,880.557
07-05-2015,875,878.45,860,870.75,3825400,851.9045
06-05-2015,890,896.75,872,880.25,5128900,861.1989
05-05-2015,893.7,901.8,885.1,892.15,4079400,872.8414
04-05-2015,866.2,893.9,860.5,890.95,3446600,871.6674
01-05-2015,862.35,862.35,862.35,862.35,0,843.6863
30-04-2015,850,865.9,847.95,862.35,7955100,843.6863
29-04-2015,862,870.55,847.4,850,3746000,831.6036
28-04-2015,874.7,882,858.55,865.2,3357200,846.4747
27-04-2015,880.05,887.5,871.45,875.3,2524200,856.356
24-04-2015,877,884.45,868.65,878.9,2905200,859.8782
23-04-2015,883.85,889.4,869.05,877.05,3048800,858.0682
22-04-2015,881.9,886.75,867,879.75,3374100,860.7097
21-04-2015,890.15,895.5,872.45,876.45,4047500,857.4812
20-04-2015,937.3,937.45,878.5,885.65,8601100,866.4821
17-04-2015,935.05,944.3,922.6,926.85,5476500,906.7903
16-04-2015,924.5,938,919,928.35,4612100,908.2579
15-04-2015,921,939.6,907.2,923.65,5081600,903.6596
14-04-2015,922.5,922.5,922.5,922.5,0,902.5345
13-04-2015,906.8,924.75,898.75,922.5,4612200,902.5345
10-04-2015,894.95,908.8,889.1,904.35,5788400,884.7773
09-04-2015,865.5,899,858.8,895.1,6234900,875.7275
08-04-2015,833.5,869.5,832.9,865.9,5673700,847.1595
07-04-2015,826.05,836.1,826.05,832.85,4863200,814.8248
06-04-2015,836,838,821.4,824.65,2819300,806.8023
03-04-2015,836.05,836.05,836.05,836.05,0,817.9555
02-04-2015,836.05,836.05,836.05,836.05,0,817.9555
01-04-2015,824.9,839,813.1,836.05,3334600,817.9555
31-03-2015,818,832.9,818,826,4625400,808.123
30-03-2015,816.6,817.7,796.45,810.75,3961400,793.2031
27-03-2015,833.9,835,801.45,811.7,5332100,794.1325
26-03-2015,841.1,849.25,824.1,829.3,4713600,811.3516
25-03-2015,849,849.5,841,844.9,2346300,826.614
24-03-2015,842.1,854.3,842.1,847.95,2111700,829.598
23-03-2015,856.5,864,838.1,841.95,3029100,823.7279
20-03-2015,857.9,861.15,848.6,854.1,2378500,835.6149
19-03-2015,875.55,876.7,854.1,856.15,3185200,837.6205
18-03-2015,857,872.25,854.7,868.65,2118900,849.85
17-03-2015,850.55,859.9,841,856.85,4359100,838.3053
16-03-2015,851.5,853.95,840.3,842.1,3163500,823.8746
13-03-2015,869,869.6,847,850.1,2956900,831.7014
12-03-2015,858,867.4,855.6,863.8,2693200,845.1049
11-03-2015,860.95,869.6,852.4,855.95,2659700,837.4249
10-03-2015,868.95,875.8,855.4,859.15,3482200,840.5556
09-03-2015,885.1,891.75,864.15,869.65,3215100,850.8284
06-03-2015,884.95,884.95,884.95,884.95,0,865.7972
05-03-2015,892.5,898.75,878.15,884.95,2449600,865.7972
04-03-2015,906,909.65,880.05,887.85,3308900,868.6344
03-03-2015,869,906.45,867.4,900.8,4717200,881.3042
02-03-2015,869,875.5,855.55,864.25,3332600,845.5452
27-02-2015,847.55,861,844.6,855.55,4265200,837.0335
26-02-2015,846.1,850,836.6,842,4905300,823.7768
25-02-2015,848.8,856.5,841.05,843.15,3491400,824.9019
24-02-2015,854.25,856.8,837,841.45,4559300,823.2387
23-02-2015,869.95,876.75,847.1,851.45,3224000,833.0222
20-02-2015,895.25,896,871.3,873.1,4278400,854.2036
19-02-2015,906.95,907.6,887.55,902.05,2183100,882.5271
18-02-2015,900,908,894.4,901.65,2248100,882.1358
17-02-2015,902.8,902.8,902.8,902.8,0,883.2609
16-02-2015,918.7,924.2,900,902.8,2803900,883.2609
13-02-2015,914,920.8,909.05,917.5,1690000,897.6427
12-02-2015,908,913.95,887.25,909.15,1990800,889.4735
11-02-2015,886,904.75,883,900.7,2235700,881.2063
10-02-2015,898,904.5,861.3,882,3120300,862.911
09-02-2015,901.2,918,892,896.7,2020600,877.2929
06-02-2015,924.1,930,903,909.9,2067700,890.2072
05-02-2015,936,939.9,917.6,923.7,2826500,903.7086
04-02-2015,939.1,943.8,925.9,928.8,3216800,908.6982
03-02-2015,913.2,940.85,913.2,937.6,3907000,917.3077
02-02-2015,916.05,919.9,905.7,908.05,4412200,888.3972
30-01-2015,930,931.25,909,915.25,4970900,895.4414
29-01-2015,907.1,934.5,906.9,929.4,8255800,909.2852
28-01-2015,886.1,909.8,886.1,906.85,4411200,887.2232
27-01-2015,892.9,896.7,880.5,889.05,4100700,869.8085
26-01-2015,886.9,886.9,886.9,886.9,0,867.705
23-01-2015,890,897.8,877,886.9,4132800,867.705
22-01-2015,905.15,907.2,879.5,883.75,5422300,864.6232
21-01-2015,905,911.4,892.05,906.75,3905100,887.1254
20-01-2015,881.5,905.55,878.85,903.05,3054100,883.5055
19-01-2015,870.2,886,858.75,879.65,3049200,860.6119
16-01-2015,860,875,852.05,869.7,4374300,850.8773
15-01-2015,840,871.1,840,864.25,3869200,845.5452
14-01-2015,843,847,831.2,834.95,2601200,816.8794
13-01-2015,853,854.95,840.5,843.15,2274100,824.9019
12-01-2015,860.5,861,841.6,850.3,2308700,831.8971
09-01-2015,848.4,862,845,860.3,3061300,841.6807
08-01-2015,860.1,862.9,840.15,842.05,4542400,823.8257
07-01-2015,837.1,858.8,837,854.3,4736300,835.8105
06-01-2015,870,873,832,836.1,4258000,818.0044
05-01-2015,885,890.9,874.1,875.85,2309500,856.8941
02-01-2015,888.1,896.05,884.3,885.55,1675800,866.3842
01-01-2015,886.3,892,883.65,887.9,677400,868.6834
31-12-2014,880,893.9,879.05,891.15,1934900,871.863
30-12-2014,897.1,898.4,877.1,880.15,2657800,861.1011
29-12-2014,888.5,899.05,886.95,897,1584400,877.5864
26-12-2014,886.6,892.65,880.1,888.85,1117800,869.6128
25-12-2014,884.15,884.15,884.15,884.15,0,865.0145
24-12-2014,893.75,897.15,880,884.15,5138400,865.0145
23-12-2014,902.35,904.15,891.8,893.75,2419100,874.4067
22-12-2014,902,906.8,891,904.9,1898400,885.3155
19-12-2014,885.1,908.4,882.5,900.55,4588400,881.0596
18-12-2014,881.55,884.8,864.65,880.1,3422000,861.0521
17-12-2014,865.25,874.9,864.45,869.5,4749900,850.6816
16-12-2014,876.8,883.25,859.7,864.6,4774200,845.8876
15-12-2014,877.95,881.8,872,878.8,2891100,859.7803
12-12-2014,907,911,879.35,882.35,4085800,863.2534
11-12-2014,929,929,903.35,906.15,5170700,886.5384
10-12-2014,931.45,940.95,930,932.55,3027000,912.367
09-12-2014,941,950.7,931,939.85,2422600,919.509
08-12-2014,960,962.85,942.25,944.6,2340400,924.1562
05-12-2014,961,967,955.1,957.35,2296800,936.6302
04-12-2014,968.1,974.95,955.7,958.55,2463000,937.8043
03-12-2014,958.55,974,958.55,968.35,2237700,947.3922
02-12-2014,962,971.25,958,962.65,2160800,941.8156
01-12-2014,989,991.95,958.55,961.6,3973200,940.7883
28-11-2014,989.7,1017.35,983.2,991.6,4773000,970.139
27-11-2014,990,993,983.05,988.65,2806900,967.2529
26-11-2014,991.95,993,982.6,987.05,3007000,965.6875
25-11-2014,985.1,994.9,973.3,993,3338700,971.5087
24-11-2014,1000.2,1004.15,981.7,985.35,2840400,964.0242
21-11-2014,980.2,1001,980.2,997.7,2683500,976.107
20-11-2014,978,983.7,970.3,980.75,2592500,959.5238
19-11-2014,988.65,992,976.5,978.15,1851300,956.9801
18-11-2014,985.45,997.7,985.2,988.65,3065400,967.2529
17-11-2014,966,987.55,966,985.2,2337100,963.8775
14-11-2014,969,977.75,965.05,969.15,1925500,948.1749
13-11-2014,974,979.8,963.4,969.25,1609500,948.2727
12-11-2014,981.95,983,968.7,974.05,2122600,952.9688
11-11-2014,972.4,987.8,966.25,977.7,2308700,956.5398
10-11-2014,982.8,989.8,967.25,969.35,2396100,948.3705
07-11-2014,990.45,995.35,978.05,980.5,2659200,959.2792
06-11-2014,991.3,991.3,991.3,991.3,0,969.8455
05-11-2014,1002,1008.5,988.4,991.3,3595600,969.8455
04-11-2014,1002.35,1002.35,1002.35,1002.35,0,980.6563
03-11-2014,1004,1009,990.15,1002.35,2828900,980.6563
31-10-2014,981.85,1003.7,981.85,1000.55,3219800,978.8953
30-10-2014,948,981.55,947.1,979.25,7484900,958.0563
29-10-2014,936.6,953.4,934.15,951.6,4004000,931.0047
28-10-2014,941.1,942,926.1,934.05,5034100,913.8345
27-10-2014,963.95,963.95,936.8,941.35,2302400,920.9765
24-10-2014,945.65,945.65,945.65,945.65,0,925.1835
23-10-2014,945.65,945.65,945.65,945.65,0,925.1835
22-10-2014,935.1,950.8,933.15,945.65,3059300,925.1835
21-10-2014,934.25,937,927.1,929.35,4028000,909.2362
20-10-2014,938.5,940.6,911.55,935.05,4843000,914.8129
17-10-2014,936,940.65,925.2,937.9,3500300,917.6012
16-10-2014,951.65,956.9,928,931,4347000,910.8505
15-10-2014,961.25,961.25,961.25,961.25,0,940.4459
14-10-2014,979,979,958.6,961.25,4360800,940.4459
13-10-2014,961.8,964.75,948.05,957.9,3173100,937.1684
10-10-2014,947,969,936.1,960.65,3535100,939.8589
09-10-2014,938.2,957.25,938.2,954.65,2552000,933.9887
08-10-2014,921.15,941.5,921.15,936.7,2246400,916.4272
07-10-2014,927.25,934.9,923.45,926.15,2835300,906.1055
06-10-2014,927.2,927.2,927.2,927.2,0,907.1328
03-10-2014,927.2,927.2,927.2,927.2,0,907.1328
02-10-2014,927.2,927.2,927.2,927.2,0,907.1328
01-10-2014,943.6,945.6,926,927.2,1978600,907.1328
30-09-2014,928,948.45,925.05,945.7,4032700,925.2324
29-09-2014,936.95,942.7,929.6,933.15,2852900,912.954
26-09-2014,929,941.65,917.3,933.25,3635600,913.0519
25-09-2014,966.1,967.8,922.65,929.85,7564200,909.7254
24-09-2014,968.5,974.1,955.4,965.05,3518800,944.1636
23-09-2014,991.7,995.45,963.05,965.85,4044600,944.9463
22-09-2014,993,996,987.7,991.55,1805800,970.0901
19-09-2014,1006,1015.8,991,995.45,3924700,973.9057
18-09-2014,985,1010,983.7,1004.9,2077600,983.1512
17-09-2014,984.9,990.55,978.95,988.65,2488600,967.2529
16-09-2014,1001.4,1004.15,976.5,979.4,3027100,958.2031
15-09-2014,1009.1,1012,1001,1002.75,1997400,981.0477
12-09-2014,1018.5,1024,1011.45,1015.6,2000000,993.6195
11-09-2014,1020.3,1030,1008,1019.4,2427300,997.3373
10-09-2014,1028.15,1029.1,1012.6,1015.85,2162100,993.8641
09-09-2014,1032.1,1041.3,1028.2,1033,2095300,1010.643
08-09-2014,1033.9,1039.35,1028,1037.7,3174200,1015.2412
05-09-2014,1027.7,1033.45,1020.6,1025.65,2075200,1003.4521
04-09-2014,1029,1033.9,1018.1,1025.9,2136500,1003.6967
03-09-2014,1025.15,1035.95,1021.1,1031.25,5011000,1008.9309
02-09-2014,1018.5,1031.55,1010.6,1023.8,3784500,1001.6421
01-09-2014,1004.35,1021,995.6,1014.1,3702400,992.152
29-08-2014,998.7,998.7,998.7,998.7,0,977.0853
28-08-2014,994.6,1004,994.6,998.7,3637600,977.0853
27-08-2014,997.2,1001.8,986.85,993.7,1918100,972.1936
26-08-2014,996,996.95,983,993.35,2182500,971.8511
25-08-2014,1000,1008.5,993.45,995.8,1704100,974.2481
22-08-2014,1000.1,1007,995.3,998.3,1959300,976.694
21-08-2014,1000,1004,990.1,995.1,3760000,973.5632
20-08-2014,1011,1018.45,995.35,998.35,2976600,976.7429
19-08-2014,1015,1023,1006.1,1009.3,3328000,987.4559
18-08-2014,1001.1,1015.45,997.5,1013.05,1747100,991.1247
15-08-2014,1002.95,1002.95,1002.95,1002.95,0,981.2434
14-08-2014,995,1005,991.75,1002.95,2757100,981.2434
13-08-2014,983.3,996.6,980,990.15,3226100,968.7204
12-08-2014,986,986.95,976.35,984.4,2184400,963.0948
11-08-2014,985.15,987.25,977.4,980.5,1530700,959.2792
08-08-2014,979.55,983.5,973.1,980.5,2084300,959.2792
07-08-2014,989,996.7,983.35,989.3,2478700,967.8888
06-08-2014,984.9,998.6,979.5,988.15,3739200,966.7637
05-08-2014,985.1,987.85,971,983.85,2796400,962.5567
04-08-2014,981,989.7,976.05,985,3353800,963.6818
01-08-2014,995,999,975,976.3,3617600,955.1701
